,wave.pagetitle,wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.waveurl,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.attendance.academic_year,ipeds.attendance.program_year,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,ipeds.avg_net_price.public,ipeds.avg_net_price.private
98,Homepage | LAVC,lavc.edu,4.04,474,1934,http://wave.webaim.org/report?url=www.lavc.edu/,3,1,8,25,154,283,Los Angeles Valley College,Valley Glen,CA,2,2,1,,0.0,17215.0,,1238.0,8570.0,0.3171,2,,13439.0,10194.0,
99,Home,masters.edu,2.42,504,1641,http://wave.webaim.org/report?url=www.masters.edu/,6,9,145,73,90,181,The Master's University and Seminary,Santa Clarita,CA,3,4,2,0.5988,0.0,40783.0,,28740.0,28740.0,0.3297,1,30425308.0,1448.0,,30238.0
100,Homepage | LAMC,lamission.edu,2.74,345,1456,http://wave.webaim.org/report?url=www.lamission.edu/,2,1,9,30,114,189,Los Angeles Mission College,Sylmar,CA,2,2,1,,0.0,18781.0,,1238.0,8570.0,0.3169,2,,7274.0,12210.0,
101,Dream.Learn.Achieve | College of Marin,marin.edu,3.84,352,716,http://wave.webaim.org/report?url=www.marin.edu/,43,63,30,21,54,141,College of Marin,Kentfield,CA,2,2,1,,0.0,15841.0,,1494.0,9864.0,0.4234,2,1159576.0,3394.0,8804.0,
102,Home | Mills College at Northeastern University,mills.edu,2.62,56,240,http://wave.webaim.org/report?url=https://www.mills.edu/,0,2,13,11,19,11,Mills College,Oakland,CA,3,4,2,0.9114,0.0,48360.0,,30770.0,30770.0,0.4819,1,196403975.0,603.0,,24949.0
103,Home - MSMU,msmu.edu,4.52,460,1565,http://wave.webaim.org/report?url=www.msmu.edu/,4,2,10,96,74,274,Mount Saint Mary's University,Los Angeles,CA,3,4,2,0.8933,0.0,57689.0,,44474.0,44474.0,0.3083,1,141808934.0,2026.0,,30938.0
104,Home - MSMU,msmu.edu,4.52,460,1565,http://wave.webaim.org/report?url=www.msmu.edu/,4,2,10,96,74,274,Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,0,0,2,,,,,44474.0,44474.0,,1,,,,
105,Home,napavalley.edu,4.62,311,1360,http://wave.webaim.org/report?url=www.napavalley.edu/,17,1,7,22,110,154,Napa Valley College,Napa,CA,2,2,1,,0.0,20895.0,,1150.0,7510.0,0.3605,2,,4421.0,14155.0,
106,Adrian's Beauty Colleges,adrians.edu,5.12,134,718,http://wave.webaim.org/report?url=www.adrians.edu/,16,14,9,22,41,32,North Adrian's College of Beauty Inc,Modesto,CA,1,1,3,,0.0,,20877.0,,,,3,,215.0,,16273.0
107,Adrian's Beauty Colleges,adrians.edu,5.12,134,718,http://wave.webaim.org/report?url=www.adrians.edu/,16,14,9,22,41,32,Adrian's Beauty College of Turlock,Turlock,CA,1,1,3,,0.0,,20968.0,,,,3,,85.0,,16471.0
108,SFBU | San Francisco Bay University | SFBU,sfbu.edu,2.92,189,782,http://wave.webaim.org/report?url=https://www.sfbu.edu/,4,8,47,26,61,43,San Francisco Bay University,Fremont,CA,3,4,2,0.4615,0.0,,,8720.0,8720.0,0.6667,1,,6.0,,
109,Palo Alto University | Clinical Psychology and Counseling,paloaltou.edu,3.32,127,645,http://wave.webaim.org/report?url=www.paloaltou.edu/,4,15,20,10,22,56,Palo Alto University,Palo Alto,CA,3,4,2,,0.0,,,,,0.5521,1,594739.0,76.0,,
110,Pacific States University – Education is the best investment,psuca.edu,3.12,265,830,http://wave.webaim.org/report?url=www.psuca.edu/,9,4,11,11,46,184,Pacific States University,Los Angeles,CA,3,4,2,,0.0,,,12960.0,12960.0,,1,,2.0,,
111,Palo Verde College,paloverde.edu,6.63,145,564,http://wave.webaim.org/report?url=https://www.paloverde.edu/,4,15,18,25,29,54,Palo Verde College,Blythe,CA,1,2,1,,0.0,17656.0,,1288.0,9408.0,0.3429,2,1529662.0,3423.0,11780.0,
112,"Home | Pomona College in Claremont, California - Pomona College",pomona.edu,3.92,134,888,http://wave.webaim.org/report?url=www.pomona.edu/,1,2,12,23,60,36,Pomona College,Claremont,CA,3,3,2,0.0862,0.0,74438.0,,54774.0,54774.0,0.9415,1,2321097000.0,1462.0,,17949.0
113,San Joaquin Delta College |,deltacollege.edu,4.42,624,1485,http://wave.webaim.org/report?url=www.deltacollege.edu/,6,13,47,23,110,425,San Joaquin Delta College,Stockton,CA,2,2,1,,0.0,21683.0,,1288.0,9072.0,0.993,2,,15456.0,14779.0,
114,San Joaquin Delta College |,deltacollege.edu,4.42,624,1485,http://wave.webaim.org/report?url=www.deltacollege.edu/,6,13,47,23,110,425,San Joaquin General Hospital School of Radiation Technology,French Camp,CA,0,0,1,,,,,1288.0,9072.0,,2,,,,
115,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Visalia,Visalia,CA,1,3,3,,0.0,,30413.0,,,0.3417,1,,1815.0,,25651.0
116,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Visalia,Visalia,CA,1,3,3,,0.0,,30413.0,,,0.3417,1,,1815.0,,25651.0
117,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Bakersfield,Bakersfield,CA,1,2,3,,0.0,,25800.0,,,0.3051,2,,700.0,,21093.0
118,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Bakersfield,Bakersfield,CA,1,2,3,,0.0,,25800.0,,,0.3051,2,,700.0,,21093.0
119,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Fresno,Fresno,CA,1,2,3,,0.0,,24656.0,,,0.3077,2,,474.0,,19899.0
120,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Fresno,Fresno,CA,1,2,3,,0.0,,24656.0,,,0.3077,2,,474.0,,19899.0
121,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Fresno Aviation,Fresno,CA,1,2,3,,0.0,,25656.0,,,,2,,189.0,,21063.0
122,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Fresno Aviation,Fresno,CA,1,2,3,,0.0,,25656.0,,,,2,,189.0,,21063.0
123,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Ontario,Ontario,CA,1,2,3,,0.0,,27056.0,,,0.2874,2,,771.0,,22772.0
124,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Ontario,Ontario,CA,1,2,3,,0.0,,27056.0,,,0.2874,2,,771.0,,22772.0
125,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Modesto,Salida,CA,1,2,3,,0.0,,25131.0,,,0.4091,2,,328.0,,20662.0
126,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Modesto,Salida,CA,1,2,3,,0.0,,25131.0,,,0.4091,2,,328.0,,20662.0
127,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,2,2,3,,0.0,,27372.0,,,0.4444,2,,197.0,,24535.0
128,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,2,2,3,,0.0,,27372.0,,,0.4444,2,,197.0,,24535.0
129,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Hesperia,Hesperia,CA,1,2,3,,0.0,,26088.0,,,0.1667,2,,372.0,,21226.0
130,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Hesperia,Hesperia,CA,1,2,3,,0.0,,26088.0,,,0.1667,2,,372.0,,21226.0
131,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Hanford Classroom,Hanford,CA,1,1,3,,0.0,,26986.0,,,,2,,105.0,,21822.0
132,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Hanford Classroom,Hanford,CA,1,1,3,,0.0,,26986.0,,,,2,,105.0,,21822.0
133,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Temecula,Temecula,CA,1,2,3,,0.0,,25800.0,,,0.383,2,,662.0,,21480.0
134,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Temecula,Temecula,CA,1,2,3,,0.0,,25800.0,,,0.383,2,,662.0,,21480.0
135,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Lancaster,Lancaster,CA,1,2,3,,0.0,,26378.0,,,,2,,213.0,,21863.0
136,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Lancaster,Lancaster,CA,1,2,3,,0.0,,26378.0,,,,2,,213.0,,21863.0
137,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Madera,Madera,CA,1,1,3,,0.0,,24503.0,,,,2,,86.0,,19308.0
138,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Madera,Madera,CA,1,1,3,,0.0,,24503.0,,,,2,,86.0,,19308.0
139,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Delano,Delano,CA,1,1,3,,0.0,,23022.0,,,,2,,85.0,,17459.0
140,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Delano,Delano,CA,1,1,3,,0.0,,23022.0,,,,2,,85.0,,17459.0
141,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Atascadero,Atascadero,CA,1,1,3,,0.0,,26701.0,,,,3,,63.0,,21761.0
142,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Atascadero,Atascadero,CA,1,1,3,,0.0,,26701.0,,,,3,,63.0,,21761.0
143,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,2,0,3,,0.0,,29230.0,,,,2,,103.0,,24106.0
144,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,2,0,3,,0.0,,29230.0,,,,2,,103.0,,24106.0
145,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Santa Maria,Santa Maria,CA,2,0,3,,0.0,,28592.0,,,,2,,85.0,,24687.0
146,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Santa Maria,Santa Maria,CA,2,0,3,,0.0,,28592.0,,,,2,,85.0,,24687.0
147,San Joaquin Valley College - Private California College,sjvc.edu,4.63,130,732,http://wave.webaim.org/report?url=www.sjvc.edu/,0,6,19,25,50,30,San Joaquin Valley College-Porterville,Porterville,CA,1,1,3,,0.0,,25694.0,,,,3,,122.0,,19301.0
148,San Joaquin Valley College - Private California College,sjvc.edu,4.32,141,763,http://wave.webaim.org/report?url=https://www.sjvc.edu/,0,6,22,29,51,33,San Joaquin Valley College-Porterville,Porterville,CA,1,1,3,,0.0,,25694.0,,,,3,,122.0,,19301.0
149,San José State University,sjsu.edu,5.23,364,1242,http://wave.webaim.org/report?url=www.sjsu.edu/,3,3,25,59,88,186,San Jose State University,San Jose,CA,3,4,1,0.6737,0.0,25747.0,,7852.0,19732.0,0.448,1,153212205.0,27614.0,16542.0,
150,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.63,127,472,http://wave.webaim.org/report?url=https://sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College-Bakersfield,Bakersfield,CA,1,4,3,,0.0,20065.0,,11658.0,11658.0,0.0851,1,,99.0,,14824.0
151,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.42,127,472,http://wave.webaim.org/report?url=sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College-Bakersfield,Bakersfield,CA,1,4,3,,0.0,20065.0,,11658.0,11658.0,0.0851,1,,99.0,,14824.0
152,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.63,127,472,http://wave.webaim.org/report?url=https://sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College-Santa Maria,Santa Maria,CA,1,3,3,,0.0,21627.0,,11658.0,11658.0,,1,,99.0,,18159.0
153,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.42,127,472,http://wave.webaim.org/report?url=sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College-Santa Maria,Santa Maria,CA,1,3,3,,0.0,21627.0,,11658.0,11658.0,,1,,99.0,,18159.0
154,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.63,127,472,http://wave.webaim.org/report?url=https://sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College - Ventura,Ventura,CA,0,0,3,,,,,11558.0,11558.0,,1,,,,
155,SBBCollege Medical School - Medical College in California,sbbcollege.edu,3.42,127,472,http://wave.webaim.org/report?url=sbbcollege.edu/,26,8,4,12,30,47,Santa Barbara Business College - Ventura,Ventura,CA,0,0,3,,,,,11558.0,11558.0,,1,,,,
156,Home | Santa Rosa Junior College,santarosa.edu,3.82,165,751,http://wave.webaim.org/report?url=www.santarosa.edu/,0,3,49,22,41,50,Santa Rosa Junior College,Santa Rosa,CA,1,2,1,,0.0,13885.0,,1324.0,8170.0,0.2934,2,42348050.0,14197.0,6585.0,
157,"Scripps College | A Women's Liberal Arts College in Claremont, California",scrippscollege.edu,4.72,164,758,http://wave.webaim.org/report?url=www.scrippscollege.edu/,2,35,14,12,57,44,Scripps College,Claremont,CA,3,4,2,0.3513,0.0,77588.0,,57188.0,57188.0,0.7656,1,375584840.0,930.0,,33573.0
158,Sierra College | Sierra College: Opening Minds. Opening Doors.,sierracollege.edu,3.02,401,2264,http://wave.webaim.org/report?url=https://www.sierracollege.edu/,0,6,26,47,174,148,Sierra College,Rocklin,CA,2,2,1,,0.0,11415.0,,1156.0,7468.0,0.2955,2,6883589.0,14802.0,4044.0,
159,"Vanguard University - Top Christian University in Orange County, California",vanguard.edu,8.13,1019,2727,http://wave.webaim.org/report?url=https://www.vanguard.edu/,96,5,110,67,177,564,Vanguard University of Southern California,Costa Mesa,CA,3,4,2,0.4999,0.0,48086.0,,36550.0,36550.0,0.954,1,7129399.0,1995.0,,21338.0
160,Starr King School for the Ministry - Home,sksm.edu,5.32,156,1105,http://wave.webaim.org/report?url=www.sksm.edu/,30,10,32,16,46,22,Starr King School for the Ministry,Oakland,CA,4,4,2,,0.0,,,,,0.3684,1,6288663.0,,,
161,Marshall B. Ketchum University | Marshall B. Ketchum University,ketchum.edu,7.07,309,1131,http://wave.webaim.org/report?url=www.ketchum.edu/,12,17,38,29,65,148,Marshall B Ketchum University,Fullerton,CA,4,4,2,,0.0,,,,,0.814,1,8817757.0,,,
162,University of Southern California,usc.edu,2.42,243,1060,http://wave.webaim.org/report?url=www.usc.edu/,3,0,26,55,73,86,University of Southern California,Los Angeles,CA,3,4,2,0.1611,0.0,77362.0,,60275.0,60275.0,0.6183,1,5739565000.0,19521.0,,32569.0
163,Victor Valley College,vvc.edu,7.93,662,2069,http://wave.webaim.org/report?url=www.vvc.edu/,2,38,99,65,110,348,Victor Valley College,Victorville,CA,2,2,1,,0.0,16951.0,,1424.0,9374.0,0.2101,2,,8488.0,9477.0,
164,"Westminster Seminary California - Home - For Christ, His Gospel, and His Church",wscal.edu,2.72,223,980,http://wave.webaim.org/report?url=www.wscal.edu/,3,95,16,28,77,4,Westminster Theological Seminary in California,Escondido,CA,4,4,2,,0.0,,,,,0.6429,1,541393.0,,,
165,Woodbury University - Woodbury University,woodbury.edu,5.72,407,1668,http://wave.webaim.org/report?url=https://woodbury.edu/,31,20,125,17,132,82,Woodbury University,Burbank,CA,3,4,2,0.704,0.0,55032.0,,42596.0,42596.0,0.31,1,19813990.0,1019.0,,29715.0
166,"Adams State University in Alamosa, Colorado",adams.edu,5.82,121,631,http://wave.webaim.org/report?url=www.adams.edu/,2,0,36,22,32,29,Adams State University,Alamosa,CO,3,4,1,0.9988,0.0,22317.0,,9560.0,21296.0,0.4344,1,62628.0,1612.0,13388.0,
167,Home | UCCS,uccs.edu,5.22,282,1225,http://wave.webaim.org/report?url=https://www.uccs.edu/,1,4,19,28,51,179,University of Colorado Colorado Springs,Colorado Springs,CO,3,4,1,0.8961,0.0,22169.0,,8580.0,20220.0,0.5892,1,,9839.0,15648.0,
168,Spartan College of Aeronautics and Technology,spartan.edu,3.32,115,803,http://wave.webaim.org/report?url=www.spartan.edu/,2,0,50,17,37,9,Spartan College of Aeronautics and Technology,Broomfield,CO,2,2,3,,0.0,29204.0,,14199.0,14199.0,,2,,292.0,,24653.0
169,Spartan College of Aeronautics and Technology,spartan.edu,3.32,115,803,http://wave.webaim.org/report?url=www.spartan.edu/,2,0,50,17,37,9,Spartan College of Aeronautics and Technology,Tulsa,OK,1,3,3,,0.0,37437.0,,21915.0,21915.0,,1,,708.0,,31687.0
170,Spartan College of Aeronautics and Technology,spartan.edu,3.32,115,803,http://wave.webaim.org/report?url=www.spartan.edu/,2,0,50,17,37,9,Spartan College of Aeronautics & Technology,Inglewood,CA,1,2,3,,0.0,,29881.0,,,,2,,391.0,,22482.0
171,Spartan College of Aeronautics and Technology,spartan.edu,3.32,115,803,http://wave.webaim.org/report?url=www.spartan.edu/,2,0,50,17,37,9,Spartan College of Aeronautics and Technology,Riverside,CA,1,1,3,,0.0,,31134.0,,,,2,,179.0,,24005.0
172,Colorado Christian University,ccu.edu,3.42,143,729,http://wave.webaim.org/report?url=https://www.ccu.edu/,29,13,17,27,41,16,Colorado Christian University,Lakewood,CO,3,4,2,,0.0,46894.0,,34750.0,34750.0,0.1717,1,4925152.0,4804.0,,25051.0
173,About - Colorado School of Trades,schooloftrades.edu/about,6.24,113,388,http://wave.webaim.org/report?url=https://schooloftrades.edu/about,61,0,10,21,9,12,Colorado School of Trades,Lakewood,CO,2,2,3,0.8611,0.0,,21750.0,,,,2,,96.0,,18117.0
174,Community College of Denver,ccd.edu,3.93,135,1118,http://wave.webaim.org/report?url=www.ccd.edu/,15,13,14,23,44,26,Community College of Denver,Denver,CO,2,3,1,,0.0,17261.0,,4788.0,16210.0,0.2965,1,,5761.0,9851.0,
175,University of Denver,du.edu,4.72,267,860,http://wave.webaim.org/report?url=www.du.edu/,3,2,59,34,76,93,University of Denver,Denver,CO,3,4,2,0.6067,0.0,69469.0,,53775.0,53775.0,0.5073,1,786425449.0,5683.0,,33830.0
176,Front Range Community College | FRCC Home | FRCC,frontrange.edu,3.62,228,1781,http://wave.webaim.org/report?url=www.frontrange.edu/,4,25,49,48,83,19,Front Range Community College,Westminster,CO,1,2,1,,0.0,16622.0,,4032.0,15454.0,1.0,1,580307.0,12336.0,9315.0,
177,Otero College - Degree Programs and Certificates,ojc.edu,5.93,186,717,http://wave.webaim.org/report?url=www.ojc.edu/,8,0,19,25,43,91,Otero Junior College,La Junta,CO,1,2,1,,0.0,18040.0,,4100.0,6556.0,1.0,2,510813.0,772.0,10221.0,
178,Otero College - Degree Programs and Certificates,ojc.edu,5.93,186,717,http://wave.webaim.org/report?url=www.ojc.edu/,8,0,19,25,43,91,Otero Junior College - La Junta High School,La Junta,CO,0,0,1,,,,,4100.0,6556.0,,2,,,,
179,Otero College - Degree Programs and Certificates,ojc.edu,5.93,186,717,http://wave.webaim.org/report?url=www.ojc.edu/,8,0,19,25,43,91,Otero Junior College - East School,La Junta,CO,0,0,1,,,,,4100.0,6556.0,,3,,,,
