wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
laurel.edu,11.24,255,1395,34,14,34,48,85,40,Laurel Technical Institute,MEADVILLE,PA,Certificate,Associate,Private for-profit,0.9125,Not online only,10582,10582,0.375,2-year,,92,9978,14897,Worse than Average
swcc.edu,3.53,211,831,0,26,19,6,25,135,Southwestern Christian College,Terrell,TX,Associate,Bachelor's,Private nonprofit,,Not online only,8368,8368,0.5238,4-year,,92,10198,16448,Better than Average
unitecpr.edu,5.73,935,2361,8,12,15,36,161,703,Universal Technology College of Puerto Rico,Aguadilla,PR,Certificate,Bachelor's,Private nonprofit,,Not online only,,,0.2745,4-year,,92,6245,11705,Better than Average
sarasotaschoolofmassagetherapy.edu,2.12,112,331,13,46,4,9,27,13,Sarasota School of Massage Therapy,Sarasota,FL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,93,22239,26510,Better than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-Oxnard,Oxnard,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,94,16054,21358,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Erlanger,Erlanger,KY,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,94,18800,24042,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Janesville,Janesville,WI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,96,15072,20188,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Cincinnati,Cincinnati,OH,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,96,19107,24068,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Muncie,Muncie,IN,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,96,19397,24848,Better than Average
avenuefive.edu,5.52,188,791,7,25,51,37,64,4,Avenue Five Institute-South Austin Campus,Austin,TX,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,96,21037,24371,Better than Average
antiochseattle.edu,6.33,428,1317,4,16,27,10,111,260,Antioch University-Seattle,Seattle,WA,Certificate,Graduate,Private nonprofit,,Not online only,,,,4-year,1511896,98,,,Better than Average
remingtoncollege.edu/locations/houston/webster,3.12,216,1120,10,3,40,44,57,62,Remington College-Houston Southeast Campus,Webster,TX,Certificate,Associate,Private nonprofit,,Not online only,18841,18841,,2-year,,99,20888,26962,Better than Average
genejuarezacademy.edu,5.74,590,2248,101,17,97,46,97,232,Highlights Beauty Schools,Mountlake Terrace,WA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,101,11979,19829,Worse than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,102,17599,22788,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Niles,Niles,OH,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,102,18684,24378,Better than Average
ncad.edu,4.22,281,897,14,30,41,17,55,124,Northwest College of Art & Design,Tacoma,WA,Bachelor's,Bachelor's,Private for-profit,0.7192,Not online only,18100,18100,,4-year,,103,15323,27650,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,104,,,Better than Average
ccms.edu,3.42,275,1458,1,4,17,74,43,136,Cincinnati College of Mortuary Science,Cincinnati,OH,Bachelor's,Bachelor's,Private nonprofit,,Not online only,,,,4-year,578699,104,,,Better than Average
cambridge.edu,3.62,115,560,2,13,25,18,42,15,Sutter County Career Training Center,Yuba City,CA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,104,22552,28410,Better than Average
eaglegatecollege.edu/locations/idaho-falls,2.82,274,1123,1,23,54,19,47,130,Provo College-Idaho Falls Campus,Idaho Falls,ID,Certificate,Certificate,Private for-profit,,Not online only,17112,17112,,4-year,,105,25125,29383,Better than Average
dcad.edu,3.82,183,906,19,18,47,12,29,58,Delaware College of Art and Design,Wilmington,DE,Associate,Associate,Private nonprofit,0.9797,Not online only,25770,25770,0.24,2-year,3195315,107,23656,34970,Better than Average
paulmitchell.edu/normal,2.82,82,480,0,3,18,16,27,18,Paul Mitchell the School-Normal,Normal,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,107,14243,16637,Better than Average
curtis.edu,3.42,148,730,15,16,23,10,53,31,Curtis Institute of Music,Philadelphia,PA,Bachelor's,Graduate,Private nonprofit,0.048,Not online only,5015,5015,0.0342,4-year,181058855,109,19937,24539,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Flint,Flint,MI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,111,18227,23909,Better than Average
mtschool.edu,5.13,534,1214,24,1,24,30,47,408,Modern Technology School,Fountain Valley,CA,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,111,20216,24905,Better than Average
lcctc.edu,6.23,649,3153,19,8,50,107,73,392,Lebanon County Area Vocational Technical School,Lebanon,PA,Certificate,Certificate,Public,,Not online only,,,,Less-than-2-year,,111,23351,25082,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Dayton,Dayton,OH,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,112,17659,24191,Better than Average
gwinnettcollege.edu,4.02,154,375,16,37,61,7,20,13,Gwinnett College-Sandy Springs,Sandy Springs,GA,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,113,15853,20186,Better than Average
bcsbc.edu,3.92,124,886,8,5,9,14,24,64,Bucks County School of Beauty Culture Inc,Feasterville,PA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,113,11849,14990,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Warren,Warren,MI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,114,17084,22804,Better than Average
stellarcollege.edu,4.13,356,1253,31,52,95,18,89,71,Stellar Career College,Modesto,CA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,115,15446,18499,Worse than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-Santa Maria,Santa Maria,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,116,13565,24643,Better than Average
evcc.edu,9.33,453,879,17,75,37,43,99,182,Eastern Virginia Career College,Fredericksburg,VA,Associate,Associate,Private for-profit,0.5294,Not online only,,,0.186,2-year,,117,,,Better than Average
bmtc.edu,2.31,17,201,2,3,4,3,5,0,Bais Medrash Toras Chesed,Lakewood,NJ,Bachelor's,Bachelor's,Private nonprofit,0.5882,Not online only,7200,7200,,4-year,,117,469,12500,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,118,13252,25514,Better than Average
rushu.rush.edu,3.76,351,1160,15,62,26,34,61,153,Rush University,Chicago,IL,Bachelor's,Graduate,Private nonprofit,,Not online only,,,0.6652,4-year,652096000,118,,,Better than Average
paulmitchell.edu/schenectady,2.72,84,473,0,3,17,18,27,19,Paul Mitchell the School-Schenectady,Schenectady,NY,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,118,24346,28364,Better than Average
slchc.edu,8.93,328,1555,21,84,35,44,69,75,St Louis College of Health Careers-St Louis,Saint Louis,MO,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,119,22023,26208,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,120,16534,17830,Better than Average
bua.edu,3.92,82,578,3,4,19,9,37,10,Baptist University of the Americas,San Antonio,TX,Bachelor's,Bachelor's,Private nonprofit,,Not online only,6768,6768,,4-year,3565354,120,7740,13804,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Elgin,Elgin,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,121,18481,23750,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Granger,Granger,IN,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,121,17656,23466,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,122,18478,24094,Better than Average
academyofcosmetology.edu,7.34,260,1134,8,24,35,20,63,110,Academy of Cosmetology,Merritt Island,FL,Certificate,Certificate,Private for-profit,1,Not online only,,,,Less-than-2-year,,122,19251,23929,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,123,16213,23109,Better than Average
providencecc.edu,9.85,240,1854,2,7,57,17,149,8,Providence Christian College,Pasadena,CA,Bachelor's,Bachelor's,Private nonprofit,0.825,Not online only,33396,33396,0.5333,4-year,27442,123,22004,47263,Better than Average
paulmitchell.edu/nampa,2.72,137,610,0,3,32,17,27,58,Paul Mitchell the School-Nampa,Nampa,ID,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,123,20620,25404,Better than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Santa Maria,Santa Maria,CA,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,124,23856,27730,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Santa Maria,Santa Maria,CA,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,124,23856,27730,Better than Average
abcadultschool.edu,5.22,601,1672,1,2,77,48,89,384,ABC Adult School,Cerritos,CA,Certificate,Certificate,Public,,Not online only,,,,Less-than-2-year,,125,8362,12267,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Peoria,Peoria,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,127,,,Better than Average
rosseducation.edu,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Kentwood,Kentwood,MI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,127,16192,21876,Better than Average
josephscollege.edu,3.13,114,891,21,30,22,19,21,1,Joseph's College Cosmetology,Lincoln,NE,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,127,8841,15494,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Ontario,Ontario,CA,Associate,Associate,Private for-profit,,Not online only,,,,2-year,,128,31223,35381,Better than Average
summitsalonacademy.edu,4.92,374,1620,37,22,35,31,35,214,Summit Salon Academy,Tacoma,WA,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,130,18036,22493,Worse than Average
dsdt.edu,15.84,150,852,22,31,24,20,42,11,DSDT,Detroit,MI,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,131,26453,29018,Better than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-Soledad,Soledad,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,132,8596,24325,Better than Average
macuniversity.edu,4.02,165,865,5,19,25,7,43,66,Mid-Atlantic Christian University,Elizabeth City,NC,Bachelor's,Bachelor's,Private nonprofit,0.48,Not online only,16490,16490,1,4-year,3449145,133,22645,31679,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture,Urbana,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,134,15044,19803,Better than Average
missouricolumbia.paulmitchell.edu,2.42,79,466,0,3,17,14,27,18,Paul Mitchell the School-Missouri Columbia,Columbia,MO,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,134,19236,22840,Better than Average
gmtti.edu,5.33,700,2015,5,45,23,59,63,505,Global Medical & Technical Training Institute,Miami,FL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,134,22811,29156,Better than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-Colton,Colton,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,135,18141,25031,Better than Average
paulmitchell.edu/columbus,3.06,130,603,0,3,30,16,29,52,Paul Mitchell the School-Columbus,Columbus,OH,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,137,16901,21178,Better than Average
fortiscollege.edu,6.82,893,2454,45,11,23,204,153,457,Fortis College-Dothan,Dothan,AL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,141,12351,16969,Worse than Average
knoxville.paulmitchell.edu,2.51,85,493,0,3,21,16,27,18,Paul Mitchell the School-Knoxville,Knoxville,TN,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,142,14492,17100,Better than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,143,22311,27021,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,143,22311,27021,Better than Average
laurel.edu,11.24,255,1395,34,14,34,48,85,40,Laurel Technical Institute,Hermitage,PA,Certificate,Associate,Private for-profit,0.9667,Not online only,11028,11028,0.5135,2-year,,143,3766,14562,Worse than Average
pelotoncollege.edu,5.23,229,902,5,9,21,56,39,99,Peloton College,Arlington,TX,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,144,16954,20909,Better than Average
gwinnettcollege.edu,4.02,154,375,16,37,61,7,20,13,Gwinnett College,Raleigh,NC,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,145,24604,26869,Better than Average
vogue.edu,4.22,179,760,7,5,21,21,37,88,Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,145,25315,29445,Better than Average
indianawellnesscollege.edu,5.43,116,742,7,24,17,21,15,32,Indiana Wellness College,Carmel,IN,Certificate,Certificate,Private for-profit,0.6508,Not online only,,,,Less-than-2-year,,145,,,Better than Average
smiha.edu,6.45,148,1112,15,15,42,21,35,20,Sylvain Melloul International Hair Academy,Lynchburg,VA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,146,16008,21104,Better than Average
huntingtonjuniorcollege.edu,3.52,75,463,7,25,20,5,18,0,Huntington Junior College,Huntington,WV,Associate,Associate,Private for-profit,,Not online only,10050,10050,,2-year,,147,9549,15563,Better than Average
schooloftrades.edu/about,6.24,113,388,61,0,10,21,9,12,Colorado School of Trades,Lakewood,CO,Associate,Associate,Private for-profit,0.9815,Not online only,,,,2-year,,149,23142,26400,Worse than Average
shorebeautyschool.edu,8.63,292,1326,13,23,50,36,56,114,Shore Beauty School,Egg Harbor Township,NJ,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,151,20238,25846,Better than Average
pcage.edu,2.73,115,508,5,13,18,7,31,41,P C Age-Jersey City,Jersey City,NJ,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,151,17236,21591,Better than Average
vogue.edu,4.22,179,760,7,5,21,21,37,88,Vogue College of Cosmetology,San Antonio,TX,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,152,24157,29445,Better than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-Salinas,Salinas,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,156,5417,20465,Better than Average
lltc.edu,7.33,383,1751,4,58,39,38,100,144,Leech Lake Tribal College,Cass Lake,MN,Associate,Associate,Public,,Not online only,4850,4850,1,2-year,4841315,156,9229,20190,Better than Average
salonschools.ohiostate.edu,3.42,213,815,15,21,12,20,42,103,The Spa School,Columbus,OH,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,157,18798,21000,Better than Average
cetweb.edu,11.94,298,1474,26,11,52,71,60,78,CET-El Centro,El Centro,CA,Certificate,Certificate,Private nonprofit,,Not online only,,,,Less-than-2-year,,159,16855,29821,Better than Average
tricociuniversity.edu,5.04,192,822,14,41,13,28,56,40,Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,159,20633,25514,Better than Average
amberton.edu,7.04,321,1023,38,120,22,21,119,1,Amberton University,Garland,TX,Bachelor's,Graduate,Private nonprofit,,Not online only,,,0.3913,4-year,42589877,159,,,Worse than Average
